Folder,Object,Mangled Name,Demangled Name,Start Address
,,_ZN2al15HitSensorKeeper12attackSensorEv,al::HitSensorKeeper::attackSensor(void),0x71008a744c
,,_ZN2al15HitSensorKeeper5clearEv,al::HitSensorKeeper::clear(void),0x71008a74f0
,,_ZN2al15HitSensorKeeper8validateEv,al::HitSensorKeeper::validate(void),0x71008a7520
,,_ZN2al15HitSensorKeeper10invalidateEv,al::HitSensorKeeper::invalidate(void),0x71008a7568
,,_ZN2al15HitSensorKeeper16validateBySystemEv,al::HitSensorKeeper::validateBySystem(void),0x71008a75b0
,,_ZN2al15HitSensorKeeper18invalidateBySystemEv,al::HitSensorKeeper::invalidateBySystem(void),0x71008a75f8
,,_ZNK2al15HitSensorKeeper9getSensorEPKc,al::HitSensorKeeper::getSensor(char const*)const,0x71008a7640
Library/Item,ItemKeeper.o,_ZN2al17isExistItemKeeperEPKNS_9LiveActorE,al::isExistItemKeeper(al::LiveActor const*),0x71008a76c0
,,_ZN2al7addItemEPNS_9LiveActorERKNS_13ActorInitInfoEPKcS6_S6_ib,"al::addItem(al::LiveActor *,al::ActorInitInfo const&,char const*,char const*,char const*,int,bool)",0x71008a76d0
,,_ZN2al7addItemEPNS_9LiveActorERKNS_13ActorInitInfoEPKcb,"al::addItem(al::LiveActor *,al::ActorInitInfo const&,char const*,bool)",0x71008a76dc
,,_ZN2al19setAppearItemFactorEPKNS_9LiveActorEPKcPKNS_9HitSensorE,"al::setAppearItemFactor(al::LiveActor const*,char const*,al::HitSensor const*)",0x71008a76f4
,,_ZN2al19setAppearItemOffsetEPKNS_9LiveActorERKN4sead7Vector3IfEE,"al::setAppearItemOffset(al::LiveActor const*,sead::Vector3<float> const&)",0x71008a76fc
,,_ZN2al27setAppearItemAttackerSensorEPKNS_9LiveActorEPKNS_9HitSensorE,"al::setAppearItemAttackerSensor(al::LiveActor const*,al::HitSensor const*)",0x71008a7714
,,_ZN2al10appearItemEPKNS_9LiveActorE,al::appearItem(al::LiveActor const*),0x71008a7720
,,_ZN2al10appearItemEPKNS_9LiveActorERKN4sead7Vector3IfEERKNS3_4QuatIfEEPKNS_9HitSensorE,"al::appearItem(al::LiveActor const*,sead::Vector3<float> const&,sead::Quat<float> const&,al::HitSensor const*)",0x71008a7780
,,_ZN2al10appearItemEPKNS_9LiveActorERKN4sead7Vector3IfEES7_PKNS_9HitSensorE,"al::appearItem(al::LiveActor const*,sead::Vector3<float> const&,sead::Vector3<float> const&,al::HitSensor const*)",0x71008a7790
,,sub_71008A7820,,0x71008a7820
,,_ZN2al16appearItemTimingEPKNS_9LiveActorEPKc,"al::appearItemTiming(al::LiveActor const*,char const*)",0x71008a7908
,,_ZN2al16appearItemTimingEPKNS_9LiveActorEPKcRKN4sead7Vector3IfEERKNS5_4QuatIfEEPKNS_9HitSensorE,"al::appearItemTiming(al::LiveActor const*,char const*,sead::Vector3<float> const&,sead::Quat<float> const&,al::HitSensor const*)",0x71008a796c
,,_ZN2al16appearItemTimingEPKNS_9LiveActorEPKcRKN4sead7Vector3IfEES9_PKNS_9HitSensorE,"al::appearItemTiming(al::LiveActor const*,char const*,sead::Vector3<float> const&,sead::Vector3<float> const&,al::HitSensor const*)",0x71008a7980
,,_ZN2al11acquireItemEPKNS_9LiveActorEPNS_9HitSensorEPKc,"al::acquireItem(al::LiveActor const*,al::HitSensor *,char const*)",0x71008a7a1c
,,_ZN2al11getItemTypeEPKNS_9LiveActorEPKc,"al::getItemType(al::LiveActor const*,char const*)",0x71008a7a64
Library/Joint,JointAimInfo.o,_ZN2al12JointAimInfoC2Ev,al::JointAimInfo::JointAimInfo(void),0x71008a7a80
,,_ZNK2al12JointAimInfo12makeTurnQuatEPN4sead4QuatIfEERKNS1_7Vector3IfEE,"al::JointAimInfo::makeTurnQuat(sead::Quat<float> *,sead::Vector3<float> const&)const",0x71008a7b1c
,,_ZNK2al12JointAimInfo18makeTurnQuatCircleEPN4sead4QuatIfEERKNS1_7Vector3IfEE,"al::JointAimInfo::makeTurnQuatCircle(sead::Quat<float> *,sead::Vector3<float> const&)const",0x71008a7db0
,,_ZNK2al12JointAimInfo16makeTurnQuatOvalEPN4sead4QuatIfEERKNS1_7Vector3IfEE,"al::JointAimInfo::makeTurnQuatOval(sead::Quat<float> *,sead::Vector3<float> const&)const",0x71008a7dec
,,_ZNK2al12JointAimInfo16makeTurnQuatRectEPN4sead4QuatIfEERKNS1_7Vector3IfEE,"al::JointAimInfo::makeTurnQuatRect(sead::Quat<float> *,sead::Vector3<float> const&)const",0x71008a7f80
,,_ZN2al12JointAimInfo18setBaseAimLocalDirERKN4sead7Vector3IfEE,al::JointAimInfo::setBaseAimLocalDir(sead::Vector3<float> const&),0x71008a8060
,,_ZN2al12JointAimInfo17setBaseUpLocalDirERKN4sead7Vector3IfEE,al::JointAimInfo::setBaseUpLocalDir(sead::Vector3<float> const&),0x71008a8074
,,_ZN2al12JointAimInfo19setBaseSideLocalDirERKN4sead7Vector3IfEE,al::JointAimInfo::setBaseSideLocalDir(sead::Vector3<float> const&),0x71008a8088
,,_ZN2al12JointAimInfo18setBaseOffsetLocalERKN4sead7Vector3IfEE,al::JointAimInfo::setBaseOffsetLocal(sead::Vector3<float> const&),0x71008a809c
,,_ZN2al12JointAimInfo13setBaseMtxPtrEPKN4sead8Matrix34IfEE,al::JointAimInfo::setBaseMtxPtr(sead::Matrix34<float> const*),0x71008a80b0
,,_ZN2al12JointAimInfo12setTargetPosERKN4sead7Vector3IfEE,al::JointAimInfo::setTargetPos(sead::Vector3<float> const&),0x71008a80b8
,,_ZN2al12JointAimInfo12setPowerRateEf,al::JointAimInfo::setPowerRate(float),0x71008a80cc
,,_ZN2al12JointAimInfo20setLimitDegreeCircleEf,al::JointAimInfo::setLimitDegreeCircle(float),0x71008a80f8
,,_ZN2al12JointAimInfo18setLimitDegreeOvalEffff,"al::JointAimInfo::setLimitDegreeOval(float,float,float,float)",0x71008a8110
,,_ZN2al12JointAimInfo18setLimitDegreeRectEffff,"al::JointAimInfo::setLimitDegreeRect(float,float,float,float)",0x71008a812c
,,_ZN2al12JointAimInfo16setEnableBackAimEb,al::JointAimInfo::setEnableBackAim(bool),0x71008a8148
,,_ZN2al12JointAimInfo12addPowerRateEf,al::JointAimInfo::addPowerRate(float),0x71008a8154
,,_ZN2al12JointAimInfo12subPowerRateEf,al::JointAimInfo::subPowerRate(float),0x71008a8188
,,_ZN2al12JointAimInfo16setInterpoleRateEf,al::JointAimInfo::setInterpoleRate(float),0x71008a81bc
,JointControllerBase.o,_ZN2al19JointControllerBaseC2Ei,al::JointControllerBase::JointControllerBase(int),0x71008a81c4
,,_ZN2al19JointControllerBase13appendJointIdEi,al::JointControllerBase::appendJointId(int),0x71008a82c4
,,_ZNK2al19JointControllerBase10findNextIdEPii,"al::JointControllerBase::findNextId(int *,int)const",0x71008a8328
,,_ZNK2al19JointControllerBase9isExistIdEi,al::JointControllerBase::isExistId(int)const,0x71008a8374
,JointControllerKeeper.o,_ZN2al21JointControllerKeeperC2Ei,al::JointControllerKeeper::JointControllerKeeper(int),0x71008a83bc
,,_ZN2al21JointControllerKeeper4ExecERN2nn3g3d23ICalculateWorldCallback11CallbackArgERNS2_13WorldMtxManipE,"al::JointControllerKeeper::Exec(nn::g3d::ICalculateWorldCallback::CallbackArg &,nn::g3d::WorldMtxManip &)",0x71008a84bc
,,_ZN2al21JointControllerKeeper18pushBackControllerEPNS_19JointControllerBaseE,al::JointControllerKeeper::pushBackController(al::JointControllerBase *),0x71008a8660
,,_ZN2nn3g3d23ICalculateWorldCallbackD2Ev,nn::g3d::ICalculateWorldCallback::~ICalculateWorldCallback(),0x71008a86a4
,,_ZN2al21JointControllerKeeperD0Ev,al::JointControllerKeeper::~JointControllerKeeper(),0x71008a86a8
,,_ZN2al25initJointControllerKeeperEPKNS_9LiveActorEi,"al::initJointControllerKeeper(al::LiveActor const*,int)",0x71008a86ac
,,_ZN2al28isExistJointControllerKeeperEPKNS_9LiveActorE,al::isExistJointControllerKeeper(al::LiveActor const*),0x71008a8718
,,_ZN2al23registerJointControllerEPKNS_9LiveActorEPNS_19JointControllerBaseE,"al::registerJointController(al::LiveActor const*,al::JointControllerBase *)",0x71008a8730
,,_ZN2al23registerJointControllerEPKNS_9LiveActorEPNS_19JointControllerBaseEPKc,"al::registerJointController(al::LiveActor const*,al::JointControllerBase *,char const*)",0x71008a8740
,,_ZN2al21initJointLocalRotatorEPKNS_9LiveActorEPN4sead7Vector3IfEEPKc,"al::initJointLocalRotator(al::LiveActor const*,sead::Vector3<float> *,char const*)",0x71008a8790
,,_ZN2al22initJointLocalXRotatorEPKNS_9LiveActorEPKfPKc,"al::initJointLocalXRotator(al::LiveActor const*,float const*,char const*)",0x71008a88dc
,,_ZN2al22initJointLocalYRotatorEPKNS_9LiveActorEPKfPKc,"al::initJointLocalYRotator(al::LiveActor const*,float const*,char const*)",0x71008a8958
,,_ZN2al22initJointLocalZRotatorEPKNS_9LiveActorEPKfPKc,"al::initJointLocalZRotator(al::LiveActor const*,float const*,char const*)",0x71008a89d4
,,_ZN2al25initJointLocalAxisRotatorEPKNS_9LiveActorERKN4sead7Vector3IfEEPKfPKcb,"al::initJointLocalAxisRotator(al::LiveActor const*,sead::Vector3<float> const&,float const*,char const*,bool)",0x71008a8a50
,,_ZN2al27initJointLocalMinusXRotatorEPKNS_9LiveActorEPKfPKc,"al::initJointLocalMinusXRotator(al::LiveActor const*,float const*,char const*)",0x71008a8ae0
,,_ZN2al27initJointLocalMinusYRotatorEPKNS_9LiveActorEPKfPKc,"al::initJointLocalMinusYRotator(al::LiveActor const*,float const*,char const*)",0x71008a8b88
,,_ZN2al27initJointLocalMinusZRotatorEPKNS_9LiveActorEPKfPKc,"al::initJointLocalMinusZRotator(al::LiveActor const*,float const*,char const*)",0x71008a8c30
,,_ZN2al23initJointGlobalXRotatorEPKNS_9LiveActorEPfPKc,"al::initJointGlobalXRotator(al::LiveActor const*,float *,char const*)",0x71008a8cd8
,,_ZN2al26initJointGlobalAxisRotatorEPKNS_9LiveActorERKN4sead7Vector3IfEEPfPKc,"al::initJointGlobalAxisRotator(al::LiveActor const*,sead::Vector3<float> const&,float *,char const*)",0x71008a8d54
,,_ZN2al23initJointGlobalYRotatorEPKNS_9LiveActorEPfPKc,"al::initJointGlobalYRotator(al::LiveActor const*,float *,char const*)",0x71008a8dd8
,,_ZN2al23initJointGlobalZRotatorEPKNS_9LiveActorEPfPKc,"al::initJointGlobalZRotator(al::LiveActor const*,float *,char const*)",0x71008a8e54
,,_ZN2al28initJointGlobalMinusXRotatorEPKNS_9LiveActorEPfPKc,"al::initJointGlobalMinusXRotator(al::LiveActor const*,float *,char const*)",0x71008a8ed0
,,_ZN2al28initJointGlobalMinusYRotatorEPKNS_9LiveActorEPfPKc,"al::initJointGlobalMinusYRotator(al::LiveActor const*,float *,char const*)",0x71008a8f78
,,_ZN2al28initJointGlobalMinusZRotatorEPKNS_9LiveActorEPfPKc,"al::initJointGlobalMinusZRotator(al::LiveActor const*,float *,char const*)",0x71008a9020
,,_ZN2al30initJointLocalTransControllerXEPKNS_9LiveActorEPKfPKc,"al::initJointLocalTransControllerX(al::LiveActor const*,float const*,char const*)",0x71008a90c8
,,_ZN2al30initJointLocalTransControllerYEPKNS_9LiveActorEPKfPKc,"al::initJointLocalTransControllerY(al::LiveActor const*,float const*,char const*)",0x71008a913c
,,_ZN2al30initJointLocalTransControllerZEPKNS_9LiveActorEPKfPKc,"al::initJointLocalTransControllerZ(al::LiveActor const*,float const*,char const*)",0x71008a91b0
,,_ZN2al29initJointLocalTransControllerEPKNS_9LiveActorEPKN4sead7Vector3IfEEPKc,"al::initJointLocalTransController(al::LiveActor const*,sead::Vector3<float> const*,char const*)",0x71008a9224
,,_ZN2al30initJointLocalScaleControllerXEPKNS_9LiveActorEPKfPKc,"al::initJointLocalScaleControllerX(al::LiveActor const*,float const*,char const*)",0x71008a92a4
,,_ZN2al30initJointLocalScaleControllerYEPKNS_9LiveActorEPKfPKc,"al::initJointLocalScaleControllerY(al::LiveActor const*,float const*,char const*)",0x71008a9318
,,_ZN2al30initJointLocalScaleControllerZEPKNS_9LiveActorEPKfPKc,"al::initJointLocalScaleControllerZ(al::LiveActor const*,float const*,char const*)",0x71008a938c
,,_ZN2al29initJointLocalScaleControllerEPKNS_9LiveActorEPKN4sead7Vector3IfEEPKc,"al::initJointLocalScaleController(al::LiveActor const*,sead::Vector3<float> const*,char const*)",0x71008a9400
,,_ZN2al27initJointLocalMtxControllerEPKNS_9LiveActorEPKN4sead8Matrix34IfEEPKc,"al::initJointLocalMtxController(al::LiveActor const*,sead::Matrix34<float> const*,char const*)",0x71008a9480
,,_ZN2al28initJointGlobalMtxControllerEPKNS_9LiveActorEPKN4sead8Matrix34IfEEPKc,"al::initJointGlobalMtxController(al::LiveActor const*,sead::Matrix34<float> const*,char const*)",0x71008a94f4
,,_ZN2al29initJointGlobalQuatControllerEPKNS_9LiveActorEPKN4sead4QuatIfEEPKc,"al::initJointGlobalQuatController(al::LiveActor const*,sead::Quat<float> const*,char const*)",0x71008a9568
,,_ZN2al34initJointGlobalQuatTransControllerEPKNS_9LiveActorEPKN4sead4QuatIfEEPKNS3_7Vector3IfEEPKc,"al::initJointGlobalQuatTransController(al::LiveActor const*,sead::Quat<float> const*,sead::Vector3<float> const*,char const*)",0x71008a95e0
,,_ZN2al27initJointPostQuatControllerEPKNS_9LiveActorEPKN4sead4QuatIfEEPKc,"al::initJointPostQuatController(al::LiveActor const*,sead::Quat<float> const*,char const*)",0x71008a9660
,,_ZN2al27initJointLocalDirControllerEPKNS_9LiveActorEPKNS_18JointDirectionInfoEPKc,"al::initJointLocalDirController(al::LiveActor const*,al::JointDirectionInfo const*,char const*)",0x71008a96d0
,,_ZN2al22initJointAimControllerEPKNS_9LiveActorEPKNS_12JointAimInfoEPKc,"al::initJointAimController(al::LiveActor const*,al::JointAimInfo const*,char const*)",0x71008a9740
,,_ZN2al24initJointTranslateShakerEPKNS_9LiveActorEi,"al::initJointTranslateShaker(al::LiveActor const*,int)",0x71008a97b0
,,_ZN2al27appendJointTranslateShakerXEPNS_20JointTranslateShakerEPKc,"al::appendJointTranslateShakerX(al::JointTranslateShaker *,char const*)",0x71008a9808
,,_ZN2al27appendJointTranslateShakerYEPNS_20JointTranslateShakerEPKc,"al::appendJointTranslateShakerY(al::JointTranslateShaker *,char const*)",0x71008a9810
,,_ZN2al27appendJointTranslateShakerZEPNS_20JointTranslateShakerEPKc,"al::appendJointTranslateShakerZ(al::JointTranslateShaker *,char const*)",0x71008a9818
,,_ZN2al15initJointMasherEPKNS_9LiveActorEPKbi,"al::initJointMasher(al::LiveActor const*,bool const*,int)",0x71008a9820
,,_ZN2al15appendMashJointEPNS_11JointMasherEPKcf,"al::appendMashJoint(al::JointMasher *,char const*,float)",0x71008a9880
,,_ZN2al16initJointRumblerEPKNS_9LiveActorEPKcffji,"al::initJointRumbler(al::LiveActor const*,char const*,float,float,unsigned int,int)",0x71008a9884
,,_ZN2al25initJointLocalQuatRotatorEPKNS_9LiveActorEPKcPKN4sead4QuatIfEE,"al::initJointLocalQuatRotator(al::LiveActor const*,char const*,sead::Quat<float> const*)",0x71008a990c
,,_ZN2al25initJointLookAtControllerEPKNS_9LiveActorEi,"al::initJointLookAtController(al::LiveActor const*,int)",0x71008a996c
,,_ZN2al27appendJointLookAtControllerEPNS_21JointLookAtControllerEPKNS_9LiveActorEPKcfRKN4sead7Vector2IfEESB_RKNS7_7Vector3IfEESF_,"al::appendJointLookAtController(al::JointLookAtController *,al::LiveActor const*,char const*,float,sead::Vector2<float> const&,sead::Vector2<float> const&,sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71008a99d8
,,_ZN2al34appendJointLookAtControllerNoJudgeEPNS_21JointLookAtControllerEPKNS_9LiveActorEPKcfRKN4sead7Vector2IfEESB_RKNS7_7Vector3IfEESF_,"al::appendJointLookAtControllerNoJudge(al::JointLookAtController *,al::LiveActor const*,char const*,float,sead::Vector2<float> const&,sead::Vector2<float> const&,sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71008a9b08
,,_ZN2al48appendJointLookAtControllerNoJudgeNoOverLimitYawEPNS_21JointLookAtControllerEPKNS_9LiveActorEPKcfRKN4sead7Vector2IfEESB_RKNS7_7Vector3IfEESF_,"al::appendJointLookAtControllerNoJudgeNoOverLimitYaw(al::JointLookAtController *,al::LiveActor const*,char const*,float,sead::Vector2<float> const&,sead::Vector2<float> const&,sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71008a9c3c
,,_ZN2al31initJointGroundSmoothControllerEPKNS_9LiveActorEPKc,"al::initJointGroundSmoothController(al::LiveActor const*,char const*)",0x71008a9d70
,,_ZN2al27initJointPosToPosControllerEPKNS_9LiveActorEPKcPKN4sead7Vector3IfEES9_PfRS8_,"al::initJointPosToPosController(al::LiveActor const*,char const*,sead::Vector3<float> const*,sead::Vector3<float> const*,float *,sead::Vector3<float> const&)",0x71008a9dc8
,,_ZN2al25initJointSpringControllerEPKNS_9LiveActorEPKc,"al::initJointSpringController(al::LiveActor const*,char const*)",0x71008a9e60
,,_ZN2al36initJointConstrainedSpringControllerEPKNS_9LiveActorEPKc,"al::initJointConstrainedSpringController(al::LiveActor const*,char const*)",0x71008a9edc
,,_ZN2al30initJointSpringTransControllerEPKNS_9LiveActorEPKc,"al::initJointSpringTransController(al::LiveActor const*,char const*)",0x71008a9f5c
,,_ZN2al17initJointSimpleIKEPKNS_9LiveActorEPKc,"al::initJointSimpleIK(al::LiveActor const*,char const*)",0x71008a9fd8
,JointGroundSmoothController.o,_ZN2al27JointGroundSmoothControllerC2EPKNS_9LiveActorE,al::JointGroundSmoothController::JointGroundSmoothController(al::LiveActor const*),0x71008aa030
,,_ZN2al27JointGroundSmoothController17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointGroundSmoothController::calcJointCallback(int,sead::Matrix34<float> *)",0x71008aa078
,,_ZN2al27JointGroundSmoothController20setGroundSmoothJointEi,al::JointGroundSmoothController::setGroundSmoothJoint(int),0x71008aa254
,,_ZNK2al27JointGroundSmoothController15getCtrlTypeNameEv,al::JointGroundSmoothController::getCtrlTypeName(void)const,0x71008aa260
,JointLocalAxisRotator.o,_ZN2al21JointLocalAxisRotatorC1EPKfRKN4sead7Vector3IfEEb,"al::JointLocalAxisRotator::JointLocalAxisRotator(float const*,sead::Vector3<float> const&,bool)",0x71008aa26c
,,_ZN2al21JointLocalAxisRotator17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointLocalAxisRotator::calcJointCallback(int,sead::Matrix34<float> *)",0x71008aa2d0
,,_ZNK2al21JointLocalAxisRotator15getCtrlTypeNameEv,al::JointLocalAxisRotator::getCtrlTypeName(void)const,0x71008aa4a0
,JointLocalDirController.o,_ZN2al23JointLocalDirControllerC2EPKNS_18JointDirectionInfoE,al::JointLocalDirController::JointLocalDirController(al::JointDirectionInfo const*),0x71008aa4ac
,,_ZN2al23JointLocalDirController17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointLocalDirController::calcJointCallback(int,sead::Matrix34<float> *)",0x71008aa4e8
,,_ZNK2al23JointLocalDirController15getCtrlTypeNameEv,al::JointLocalDirController::getCtrlTypeName(void)const,0x71008aa808
,JointLocalQuatRotator.o,_ZN2al21JointLocalQuatRotatorC2EPKNS_9LiveActorEPKcPKN4sead4QuatIfEE,"al::JointLocalQuatRotator::JointLocalQuatRotator(al::LiveActor const*,char const*,sead::Quat<float> const*)",0x71008aa814
,,_ZN2al21JointLocalQuatRotator17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointLocalQuatRotator::calcJointCallback(int,sead::Matrix34<float> *)",0x71008aa88c
,,_ZNK2al21JointLocalQuatRotator15getCtrlTypeNameEv,al::JointLocalQuatRotator::getCtrlTypeName(void)const,0x71008aa994
,JointLocalScaleController.o,_ZN2al25JointLocalScaleControllerC2Ev,al::JointLocalScaleController::JointLocalScaleController(void),0x71008aa9a0
,,_ZN2al25JointLocalScaleController17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointLocalScaleController::calcJointCallback(int,sead::Matrix34<float> *)",0x71008aa9dc
,,_ZNK2al25JointLocalScaleController15getCtrlTypeNameEv,al::JointLocalScaleController::getCtrlTypeName(void)const,0x71008aaa9c
,JointLocalTransController.o,_ZN2al25JointLocalTransControllerC2Ev,al::JointLocalTransController::JointLocalTransController(void),0x71008aaaa8
,,_ZN2al25JointLocalTransController17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointLocalTransController::calcJointCallback(int,sead::Matrix34<float> *)",0x71008aaae4
,,_ZNK2al25JointLocalTransController15getCtrlTypeNameEv,al::JointLocalTransController::getCtrlTypeName(void)const,0x71008aaba4
,JointLookAtController.o,_ZN2al21JointLookAtControllerC1EiPKN4sead8Matrix34IfEE,"al::JointLookAtController::JointLookAtController(int,sead::Matrix34<float> const*)",0x71008aabb0
,,_ZN2al21JointLookAtController17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointLookAtController::calcJointCallback(int,sead::Matrix34<float> *)",0x71008aac68
,,_ZN2al21JointLookAtController11appendJointEPNS_15JointLookAtInfoE,al::JointLookAtController::appendJoint(al::JointLookAtInfo *),0x71008abb50
,,_ZN2al21JointLookAtController18requestJointLookAtERKN4sead7Vector3IfEE,al::JointLookAtController::requestJointLookAt(sead::Vector3<float> const&),0x71008abb98
,,_ZN2al21JointLookAtController12invalidJointEi,al::JointLookAtController::invalidJoint(int),0x71008abbbc
,,_ZN2al21JointLookAtController13validAllJointEv,al::JointLookAtController::validAllJoint(void),0x71008abc0c
,,_ZNK2al21JointLookAtController15getCtrlTypeNameEv,al::JointLookAtController::getCtrlTypeName(void)const,0x71008abc3c
,,_ZN2al16JointLookAtParamC2EifRKN4sead7Vector2IfEES5_RKNS1_7Vector3IfEES9_,"al::JointLookAtParam::JointLookAtParam(int,float,sead::Vector2<float> const&,sead::Vector2<float> const&,sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71008abc48
,,_ZN2al16JointLookAtParamC2Ev,al::JointLookAtParam::JointLookAtParam(void),0x71008abcf8
,JointMasher.o,_ZN2al11JointMasherC1EPKNS_9LiveActorEPKbi,"al::JointMasher::JointMasher(al::LiveActor const*,bool const*,int)",0x71008abd54
,,_ZN2al11JointMasher6appendEPKcf,"al::JointMasher::append(char const*,float)",0x71008abe68
,,_ZN2al11JointMasher17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointMasher::calcJointCallback(int,sead::Matrix34<float> *)",0x71008abefc
,,_ZNK2al11JointMasher15getCtrlTypeNameEv,al::JointMasher::getCtrlTypeName(void)const,0x71008abfa8
,JointMtxController.o,_ZN2al18JointMtxControllerC1EPKN4sead8Matrix34IfEEb,"al::JointMtxController::JointMtxController(sead::Matrix34<float> const*,bool)",0x71008abfb4
,,_ZN2al18JointMtxController17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointMtxController::calcJointCallback(int,sead::Matrix34<float> *)",0x71008ac004
,,_ZNK2al18JointMtxController15getCtrlTypeNameEv,al::JointMtxController::getCtrlTypeName(void)const,0x71008ac090
,,_ZN2al23JointPosToPosControllerC2EPKN4sead7Vector3IfEES5_PfRS4_,"al::JointPosToPosController::JointPosToPosController(sead::Vector3<float> const*,sead::Vector3<float> const*,float *,sead::Vector3<float> const&)",0x71008ac09c
,,_ZN2al23JointPosToPosController17calcJointCallbackEiPN4sead8Matrix34IfEE,"al::JointPosToPosController::calcJointCallback(int,sead::Matrix34<float> *)",0x71008ac108
,,_ZNK2al23JointPosToPosController15getCtrlTypeNameEv,al::JointPosToPosController::getCtrlTypeName(void)const,0x71008ac478
,JointPostQuatController.o,_ZN2al23JointPostQuatControllerC1EPKN4sead4QuatIfEE,al::JointPostQuatController::JointPostQuatController(sead::Quat<float> const*),0x71008ac484
